,fighter_1,fighter_2,end_round,end_time,winner,date,fight_url,f1_r1_kds,f1_r1_sigstrikes_l,f1_r1_sigstrikes_a,f1_r1_strikes_l,f1_r1_strikes_a,f1_r1_tds_l,f1_r1_tds_a,f1_r1_subs_a,f1_r1_passes,f1_r1_revs,f1_r1_ss_head_l,f1_r1_ss_head_a,f1_r1_ss_body_l,f1_r1_ss_body_a,f1_r1_ss_leg_l,f1_r1_ss_leg_a,f1_r1_ss_dist_l,f1_r1_ss_dist_a,f1_r1_ss_clinch_l,f1_r1_ss_clinch_a,f1_r1_ss_ground_l,f1_r1_ss_ground_a,f2_r1_kds,f2_r1_sigstrikes_l,f2_r1_sigstrikes_a,f2_r1_strikes_l,f2_r1_strikes_a,f2_r1_tds_l,f2_r1_tds_a,f2_r1_subs_a,f2_r1_passes,f2_r1_revs,f2_r1_ss_head_l,f2_r1_ss_head_a,f2_r1_ss_body_l,f2_r1_ss_body_a,f2_r1_ss_leg_l,f2_r1_ss_leg_a,f2_r1_ss_dist_l,f2_r1_ss_dist_a,f2_r1_ss_clinch_l,f2_r1_ss_clinch_a,f2_r1_ss_ground_l,f2_r1_ss_ground_a,f1_r2_kds,f1_r2_sigstrikes_l,f1_r2_sigstrikes_a,f1_r2_strikes_l,f1_r2_strikes_a,f1_r2_tds_l,f1_r2_tds_a,f1_r2_subs_a,f1_r2_passes,f1_r2_revs,f1_r2_ss_head_l,f1_r2_ss_head_a,f1_r2_ss_body_l,f1_r2_ss_body_a,f1_r2_ss_leg_l,f1_r2_ss_leg_a,f1_r2_ss_dist_l,f1_r2_ss_dist_a,f1_r2_ss_clinch_l,f1_r2_ss_clinch_a,f1_r2_ss_ground_l,f1_r2_ss_ground_a,f2_r2_kds,f2_r2_sigstrikes_l,f2_r2_sigstrikes_a,f2_r2_strikes_l,f2_r2_strikes_a,f2_r2_tds_l,f2_r2_tds_a,f2_r2_subs_a,f2_r2_passes,f2_r2_revs,f2_r2_ss_head_l,f2_r2_ss_head_a,f2_r2_ss_body_l,f2_r2_ss_body_a,f2_r2_ss_leg_l,f2_r2_ss_leg_a,f2_r2_ss_dist_l,f2_r2_ss_dist_a,f2_r2_ss_clinch_l,f2_r2_ss_clinch_a,f2_r2_ss_ground_l,f2_r2_ss_ground_a,f1_r3_kds,f1_r3_sigstrikes_l,f1_r3_sigstrikes_a,f1_r3_strikes_l,f1_r3_strikes_a,f1_r3_tds_l,f1_r3_tds_a,f1_r3_subs_a,f1_r3_passes,f1_r3_revs,f1_r3_ss_head_l,f1_r3_ss_head_a,f1_r3_ss_body_l,f1_r3_ss_body_a,f1_r3_ss_leg_l,f1_r3_ss_leg_a,f1_r3_ss_dist_l,f1_r3_ss_dist_a,f1_r3_ss_clinch_l,f1_r3_ss_clinch_a,f1_r3_ss_ground_l,f1_r3_ss_ground_a,f2_r3_kds,f2_r3_sigstrikes_l,f2_r3_sigstrikes_a,f2_r3_strikes_l,f2_r3_strikes_a,f2_r3_tds_l,f2_r3_tds_a,f2_r3_subs_a,f2_r3_passes,f2_r3_revs,f2_r3_ss_head_l,f2_r3_ss_head_a,f2_r3_ss_body_l,f2_r3_ss_body_a,f2_r3_ss_leg_l,f2_r3_ss_leg_a,f2_r3_ss_dist_l,f2_r3_ss_dist_a,f2_r3_ss_clinch_l,f2_r3_ss_clinch_a,f2_r3_ss_ground_l,f2_r3_ss_ground_a,f1_r4_kds,f1_r4_sigstrikes_l,f1_r4_sigstrikes_a,f1_r4_strikes_l,f1_r4_strikes_a,f1_r4_tds_l,f1_r4_tds_a,f1_r4_subs_a,f1_r4_passes,f1_r4_revs,f1_r4_ss_head_l,f1_r4_ss_head_a,f1_r4_ss_body_l,f1_r4_ss_body_a,f1_r4_ss_leg_l,f1_r4_ss_leg_a,f1_r4_ss_dist_l,f1_r4_ss_dist_a,f1_r4_ss_clinch_l,f1_r4_ss_clinch_a,f1_r4_ss_ground_l,f1_r4_ss_ground_a,f2_r4_kds,f2_r4_sigstrikes_l,f2_r4_sigstrikes_a,f2_r4_strikes_l,f2_r4_strikes_a,f2_r4_tds_l,f2_r4_tds_a,f2_r4_subs_a,f2_r4_passes,f2_r4_revs,f2_r4_ss_head_l,f2_r4_ss_head_a,f2_r4_ss_body_l,f2_r4_ss_body_a,f2_r4_ss_leg_l,f2_r4_ss_leg_a,f2_r4_ss_dist_l,f2_r4_ss_dist_a,f2_r4_ss_clinch_l,f2_r4_ss_clinch_a,f2_r4_ss_ground_l,f2_r4_ss_ground_a,f1_r5_kds,f1_r5_sigstrikes_l,f1_r5_sigstrikes_a,f1_r5_strikes_l,f1_r5_strikes_a,f1_r5_tds_l,f1_r5_tds_a,f1_r5_subs_a,f1_r5_passes,f1_r5_revs,f1_r5_ss_head_l,f1_r5_ss_head_a,f1_r5_ss_body_l,f1_r5_ss_body_a,f1_r5_ss_leg_l,f1_r5_ss_leg_a,f1_r5_ss_dist_l,f1_r5_ss_dist_a,f1_r5_ss_clinch_l,f1_r5_ss_clinch_a,f1_r5_ss_ground_l,f1_r5_ss_ground_a,f2_r5_kds,f2_r5_sigstrikes_l,f2_r5_sigstrikes_a,f2_r5_strikes_l,f2_r5_strikes_a,f2_r5_tds_l,f2_r5_tds_a,f2_r5_subs_a,f2_r5_passes,f2_r5_revs,f2_r5_ss_head_l,f2_r5_ss_head_a,f2_r5_ss_body_l,f2_r5_ss_body_a,f2_r5_ss_leg_l,f2_r5_ss_leg_a,f2_r5_ss_dist_l,f2_r5_ss_dist_a,f2_r5_ss_clinch_l,f2_r5_ss_clinch_a,f2_r5_ss_ground_l,f2_r5_ss_ground_a
4478,"Brandon Vera ""The Truth""","Fabiano Scherner ""Pegaleve""",2,3:22,"Brandon Vera ""The Truth""",2005-10-03,http://ufcstats.com/fight-details/6ddabf12abd6fe25,0,11,15,22,26,0,1,0,0,0,0,3,6,6,5,6,2,5,8,8,1,2,0,6,11,22,27,1,2,0,1,0,0,3,6,6,5,6,2,5,8,8,1,2,0,11,15,22,26,0,1,0,0,0,4,8,1,1,1,2,1,5,1,1,4,5,0,4,21,6,23,0,0,0,0,0,4,9,7,10,6,7,10,17,7,9,0,0,2,17,26,17,26,0,0,0,0,0,3,16,0,1,1,4,4,20,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,"Drew Fickett ""The Master""",Josh Koscheck,3,4:28,"Drew Fickett ""The Master""",2005-10-03,http://ufcstats.com/fight-details/f5cb6cbb09ee8a16,0,0,9,5,14,0,0,0,0,0,0,8,0,1,0,0,0,9,0,0,0,0,0,4,7,34,37,1,1,0,5,0,0,8,0,1,0,0,0,9,0,0,0,0,0,0,9,5,14,0,0,0,0,0,4,7,0,0,0,0,2,2,0,0,2,5,0,1,2,23,25,3,3,0,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,14,14,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,3,7,38,44,2,2,0,1,0,2,4,0,0,2,3,3,6,1,1,0,0,1,4,7,14,17,0,0,1,1,0,3,7,0,0,0,0,0,4,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,"Spencer Fisher ""The King""","Thiago Alves ""Pitbull""",2,4:43,"Spencer Fisher ""The King""",2005-10-03,http://ufcstats.com/fight-details/926091425f88d038,0,6,19,9,23,1,1,2,1,0,4,15,2,3,0,1,5,17,0,1,1,1,0,6,25,39,68,1,1,0,3,0,4,15,2,3,0,1,5,17,0,1,1,1,0,6,19,9,23,1,1,2,1,0,5,22,0,0,1,3,2,8,0,2,4,15,0,13,28,45,67,2,2,0,1,0,5,13,1,3,1,1,4,10,3,7,0,0,0,7,17,13,23,0,1,1,0,0,7,22,5,5,1,1,2,8,6,7,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,Jon Fitch,Brock Larson,3,5:00,Jon Fitch,2005-10-03,http://ufcstats.com/fight-details/5f2240d94375f907,0,9,15,44,50,1,1,1,2,0,7,13,2,2,0,0,0,0,2,5,7,10,0,11,12,16,17,0,1,1,0,0,7,13,2,2,0,0,0,0,2,5,7,10,0,9,15,44,50,1,1,1,2,0,0,0,2,2,9,10,0,0,11,12,0,0,0,1,2,1,2,0,0,1,0,0,3,9,1,1,2,2,1,3,2,2,3,7,0,6,12,53,59,2,2,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,2,6,2,6,1,3,1,0,0,9,20,1,1,0,1,4,10,0,0,6,12,0,10,22,49,61,2,4,1,1,0,0,4,0,0,2,2,0,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,"Jonathan Goulet ""The Road Warrior""","Jay Hieron ""The Thoroughbred""",3,1:05,"Jonathan Goulet ""The Road Warrior""",2005-10-03,http://ufcstats.com/fight-details/c25a97523bf56e49,0,5,23,12,31,0,0,1,0,1,3,20,1,2,1,1,3,17,2,6,0,0,0,8,20,15,28,5,5,2,6,0,3,20,1,2,1,1,3,17,2,6,0,0,0,5,23,12,31,0,0,1,0,1,4,16,3,3,1,1,4,11,1,2,3,7,0,1,4,13,18,3,4,1,2,0,3,10,2,2,2,2,3,8,4,4,0,2,0,7,14,43,59,0,0,0,0,2,1,4,0,0,0,0,0,2,0,0,1,2,0,1,2,1,2,1,3,0,0,0,1,3,0,0,1,2,1,4,1,1,0,0,0,2,5,8,11,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,"Chuck Liddell ""The Iceman""","Jeremy Horn ""Gumby""",4,2:46,"Chuck Liddell ""The Iceman""",2005-08-20,http://ufcstats.com/fight-details/5a3fcd3d3a1e1c38,1,30,90,30,90,0,0,0,0,0,27,87,1,1,2,2,23,72,0,0,7,18,0,10,32,10,32,0,3,0,0,0,27,87,1,1,2,2,23,72,0,0,7,18,1,30,90,30,90,0,0,0,0,0,8,30,0,0,2,2,10,32,0,0,0,0,0,8,23,8,23,0,5,0,0,0,14,38,0,0,0,0,10,28,0,0,4,10,1,14,38,14,38,0,0,0,0,0,5,19,2,2,1,2,8,23,0,0,0,0,0,9,22,9,22,0,0,0,0,0,7,37,1,1,1,1,9,39,0,0,0,0,0,9,39,9,39,0,0,0,0,0,3,15,1,1,5,6,9,22,0,0,0,0,0,4,10,4,10,0,0,0,0,0,10,23,0,0,1,1,11,24,0,0,0,0,0,11,24,11,24,0,0,0,0,0,3,9,0,0,1,1,4,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
4484,"Tim Sylvia ""The Maine-iac""","Tra Telligman ""Trauma""",1,4:59,"Tim Sylvia ""The Maine-iac""",2005-08-20,http://ufcstats.com/fight-details/8a380b11aaf82c49,1,31,69,32,70,0,0,0,0,0,22,59,2,2,7,8,28,65,3,4,0,0,0,13,40,13,40,0,0,0,0,0,22,59,2,2,7,8,28,65,3,4,0,0,1,31,69,32,70,0,0,0,0,0,9,36,1,1,3,3,13,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,"Randy Couture ""The Natural""",Mike van Arsdale,3,0:52,"Randy Couture ""The Natural""",2005-08-20,http://ufcstats.com/fight-details/093ef5ab2081cf65,0,14,24,18,28,1,1,1,0,0,6,16,8,8,0,0,1,4,4,5,9,15,0,3,16,3,16,1,4,0,0,0,6,16,8,8,0,0,1,4,4,5,9,15,0,14,24,18,28,1,1,1,0,0,3,16,0,0,0,0,1,9,2,7,0,0,0,4,15,5,16,0,5,0,0,0,4,11,8,8,1,1,2,9,1,1,10,10,0,13,20,22,30,2,4,1,0,0,3,14,0,0,1,1,3,14,1,1,0,0,0,1,9,1,9,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,1,9,0,0,0,0,1,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,"Diego Sanchez ""Nightmare""",Brian Gassaway,2,1:56,"Diego Sanchez ""Nightmare""",2005-08-20,http://ufcstats.com/fight-details/d250a9d1c602e266,0,19,34,34,52,2,5,1,4,0,19,34,0,0,0,0,1,4,0,0,18,30,0,1,4,1,4,0,0,0,0,0,19,34,0,0,0,0,1,4,0,0,18,30,0,19,34,34,52,2,5,1,4,0,0,3,0,0,1,1,0,2,1,2,0,0,0,2,2,2,2,0,0,0,0,0,16,30,0,0,0,0,0,2,0,0,16,28,0,16,30,18,34,1,1,0,2,0,1,1,1,1,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,"Georges St-Pierre ""Rush""","Frank Trigg ""Twinkle Toes""",1,4:09,"Georges St-Pierre ""Rush""",2005-08-20,http://ufcstats.com/fight-details/beaa6ae419b8c8c6,0,25,32,37,44,1,1,2,10,0,25,32,0,0,0,0,4,6,0,0,21,26,0,1,3,1,3,0,1,0,0,0,25,32,0,0,0,0,4,6,0,0,21,26,0,25,32,37,44,1,1,2,10,0,1,2,0,1,0,0,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,"Matt Lindland ""The Law""","Joe Doerksen ""El Dirte""",3,5:00,"Matt Lindland ""The Law""",2005-08-20,http://ufcstats.com/fight-details/adc0b9c6afe76c23,0,8,18,22,35,2,2,0,0,0,7,17,1,1,0,0,2,4,1,2,5,12,0,2,5,5,8,1,2,1,2,0,7,17,1,1,0,0,2,4,1,2,5,12,0,8,18,22,35,2,2,0,0,0,1,4,1,1,0,0,0,2,2,3,0,0,0,5,6,9,10,1,1,0,0,0,3,10,3,3,0,0,2,3,0,0,4,10,0,6,13,22,32,0,0,3,3,1,3,4,1,1,1,1,3,4,2,2,0,0,0,1,4,8,12,0,2,0,0,0,4,11,1,1,0,0,1,3,0,0,4,9,0,5,12,26,35,2,2,1,2,0,0,3,1,1,0,0,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,Trevor Prangley,"Travis Lutter ""The Serial Killer""",3,5:00,Trevor Prangley,2005-08-20,http://ufcstats.com/fight-details/ee69302c232e0909,0,31,40,42,51,3,3,0,2,0,9,17,3,4,19,19,4,9,25,27,2,4,0,4,8,5,9,0,3,0,0,0,9,17,3,4,19,19,4,9,25,27,2,4,0,31,40,42,51,3,3,0,2,0,3,6,1,2,0,0,3,6,1,2,0,0,0,5,9,7,11,0,2,0,0,0,5,8,7,7,3,3,1,3,11,11,3,4,0,15,18,45,51,1,2,0,0,0,1,5,4,4,0,0,1,5,4,4,0,0,0,0,2,4,6,0,2,0,0,0,7,11,1,1,0,0,1,2,0,0,7,10,0,8,12,53,58,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,"James Irvin ""The Sandman""",Terry Martin,2,0:09,"James Irvin ""The Sandman""",2005-08-20,http://ufcstats.com/fight-details/42957e04417af1d8,0,5,6,8,9,0,0,0,0,0,2,3,1,1,2,2,3,4,2,2,0,0,0,12,13,33,34,2,4,0,2,0,2,3,1,1,2,2,3,4,2,2,0,0,0,5,6,8,9,0,0,0,0,0,8,9,4,4,0,0,0,0,3,3,9,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,"Nate Marquardt ""The Great""",Ivan Salaverry,3,5:00,"Nate Marquardt ""The Great""",2005-08-06,http://ufcstats.com/fight-details/fd2f0f36b1eb5f83,0,9,19,10,20,1,1,0,0,0,1,9,0,1,8,9,9,19,0,0,0,0,0,12,26,16,30,0,0,0,0,0,1,9,0,1,8,9,9,19,0,0,0,0,0,9,19,10,20,1,1,0,0,0,0,9,4,6,8,11,12,25,0,0,0,1,0,4,17,21,34,0,1,0,0,0,3,19,0,0,1,1,2,15,0,0,2,5,0,4,20,9,26,1,1,0,0,0,1,11,1,2,2,4,4,17,0,0,0,0,0,7,23,9,25,0,2,0,0,0,3,15,1,1,4,8,2,15,3,3,3,6,0,8,24,8,24,0,0,2,0,0,1,14,1,1,5,8,6,21,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,"Chris Leben ""The Crippler""","Patrick Cote ""The Predator""",3,5:00,"Chris Leben ""The Crippler""",2005-08-06,http://ufcstats.com/fight-details/389b7ca84b333c4c,0,8,22,37,52,0,2,0,0,0,7,20,1,2,0,0,3,11,5,11,0,0,0,11,26,13,28,0,0,0,0,0,7,20,1,2,0,0,3,11,5,11,0,0,0,8,22,37,52,0,2,0,0,0,7,21,2,3,2,2,3,13,8,13,0,0,0,11,26,12,27,1,1,0,1,0,6,18,3,3,2,3,3,7,6,12,2,5,0,11,24,81,99,1,2,0,0,0,10,25,0,0,1,1,5,11,3,9,3,6,0,4,11,5,12,0,1,0,0,0,4,13,0,0,3,4,3,6,1,4,3,7,0,7,17,67,83,0,1,0,1,0,1,5,2,4,1,2,0,4,4,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,"Stephan Bonnar ""The American Psycho""","Sam Hoger ""The Alaskan Assassin""",3,5:00,"Stephan Bonnar ""The American Psycho""",2005-08-06,http://ufcstats.com/fight-details/994739f676c2105f,0,13,37,35,62,1,1,0,2,0,13,37,0,0,0,0,0,3,5,10,8,24,0,1,2,9,10,0,0,1,0,0,13,37,0,0,0,0,0,3,5,10,8,24,0,13,37,35,62,1,1,0,2,0,0,1,1,1,0,0,1,1,0,1,0,0,0,9,18,27,37,1,1,0,0,1,13,28,1,1,2,2,4,9,4,8,8,14,0,16,31,25,40,1,2,1,2,1,8,17,1,1,0,0,4,9,3,5,2,4,0,1,9,16,24,0,0,1,0,0,13,21,1,2,0,0,4,10,0,0,10,13,0,14,23,45,60,1,4,0,2,0,1,8,0,0,0,1,1,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,"Nate Quarry ""Rock""","Pete Sell ""Drago""",1,0:42,"Nate Quarry ""Rock""",2005-08-06,http://ufcstats.com/fight-details/bf1525f9761a116e,1,3,8,3,8,0,0,0,0,0,2,7,0,0,1,1,2,7,0,0,1,1,0,2,12,2,12,0,0,0,0,0,2,7,0,0,1,1,2,7,0,0,1,1,1,3,8,3,8,0,0,0,0,0,1,10,1,2,0,0,2,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,Josh Koscheck,"Pete Spratt ""The Secret Weapon""",1,1:53,Josh Koscheck,2005-08-06,http://ufcstats.com/fight-details/44e4a1caae180261,0,0,2,4,6,1,3,1,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,4,6,1,3,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,"Mike Swick ""Quick""",Gideon Ray,1,0:22,"Mike Swick ""Quick""",2005-08-06,http://ufcstats.com/fight-details/b2f604f2332cd8af,1,7,10,7,10,0,0,0,0,0,6,9,0,0,1,1,4,6,0,0,3,4,0,1,3,1,3,0,0,0,0,0,6,9,0,0,1,1,4,6,0,0,3,4,1,7,10,7,10,0,0,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,"Kenny Florian ""KenFlo""","Alex Karalexis ""The Assassin""",2,2:52,"Kenny Florian ""KenFlo""",2005-08-06,http://ufcstats.com/fight-details/c2c000a37a89b82f,0,28,55,30,57,0,0,0,0,0,10,32,17,22,1,1,12,28,16,27,0,0,0,11,40,16,45,0,0,0,0,0,10,32,17,22,1,1,12,28,16,27,0,0,0,28,55,30,57,0,0,0,0,0,9,37,2,3,0,0,2,22,8,16,1,2,0,7,26,11,30,0,0,0,0,0,8,11,2,2,0,0,6,9,4,4,0,0,0,10,13,12,15,1,2,0,1,0,6,24,1,2,0,0,3,11,4,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,"Drew Fickett ""The Master""","Josh Neer ""The Dentist""",1,1:35,"Drew Fickett ""The Master""",2005-08-06,http://ufcstats.com/fight-details/7acca0910edd7023,0,1,3,6,8,2,3,1,1,0,0,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,1,0,1,3,6,8,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,"Andrei Arlovski ""The Pitbull""","Justin Eilers ""The Hammer""",1,4:10,"Andrei Arlovski ""The Pitbull""",2005-06-04,http://ufcstats.com/fight-details/a507bfa374885a25,0,33,56,33,56,0,0,0,0,0,22,43,1,2,10,11,27,48,3,5,3,3,0,5,21,7,23,0,1,0,0,0,22,43,1,2,10,11,27,48,3,5,3,3,0,33,56,33,56,0,0,0,0,0,4,20,0,0,1,1,5,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,"Karo Parisyan ""The Heat""","Matt Serra ""The Terra""",3,5:00,"Karo Parisyan ""The Heat""",2005-06-04,http://ufcstats.com/fight-details/d80b07269dd36aad,0,20,49,27,57,3,5,0,3,0,20,47,0,2,0,0,10,28,0,3,10,18,1,22,48,36,62,1,1,0,0,1,20,47,0,2,0,0,10,28,0,3,10,18,0,20,49,27,57,3,5,0,3,0,14,39,3,3,5,6,12,37,2,3,8,8,0,3,13,4,14,0,0,0,0,0,14,44,2,3,1,1,5,21,3,5,9,22,0,17,48,32,64,2,2,0,1,0,2,11,0,1,1,1,3,12,0,1,0,0,0,1,4,12,15,0,1,0,0,1,17,28,2,2,0,0,3,6,0,0,16,24,0,19,30,54,70,3,3,2,4,0,0,3,1,1,0,0,0,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,"Rich Franklin ""Ace""",Evan Tanner,4,3:25,"Rich Franklin ""Ace""",2005-06-04,http://ufcstats.com/fight-details/98cc8f5dd64895c4,0,20,75,20,75,0,0,0,0,1,13,64,5,9,2,2,20,68,0,2,0,5,1,5,25,6,28,0,0,1,0,0,13,64,5,9,2,2,20,68,0,2,0,5,0,20,75,20,75,0,0,0,0,1,4,22,1,3,0,0,5,23,0,2,0,0,0,9,31,10,32,1,1,0,0,0,13,54,2,5,1,3,14,58,2,4,0,0,0,16,62,17,63,0,0,0,0,0,6,22,2,8,1,1,9,31,0,0,0,0,0,7,26,7,26,0,2,0,0,0,33,78,2,2,2,2,29,73,8,9,0,0,0,37,82,42,87,0,0,1,0,0,4,18,3,8,0,0,5,22,2,4,0,0,0,4,13,4,13,0,2,0,0,0,20,49,2,2,2,2,19,42,5,11,0,0,0,24,53,25,54,0,0,0,0,0,1,9,3,4,0,0,3,11,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,
4502,Forrest Griffin,"Bill Mahood ""The Butcher""",1,2:18,Forrest Griffin,2005-06-04,http://ufcstats.com/fight-details/ea8b1a909155b0c2,0,3,4,32,33,1,1,1,3,0,3,4,0,0,0,0,1,2,0,0,2,2,0,1,1,2,2,0,0,0,0,0,3,4,0,0,0,0,1,2,0,0,2,2,0,3,4,32,33,1,1,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,"Paul Buentello ""The Headhunter""","Kevin Jordan ""The Shaman""",1,4:00,"Paul Buentello ""The Headhunter""",2005-06-04,http://ufcstats.com/fight-details/fb252c420e9830cd,1,20,43,23,47,0,0,1,1,0,12,35,8,8,0,0,5,19,13,17,2,7,0,18,33,26,41,0,1,0,0,0,12,35,8,8,0,0,5,19,13,17,2,7,1,20,43,23,47,0,0,1,1,0,6,17,11,14,1,2,7,16,11,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
